ClientID,Sex,Education,Marriage,Age,Age Band,Credit Limit,Credit Limit Band,Utilization Rate,Ever Delayed,Max Delay (months),Months Delayed (count),Payment Trend,Risk Segment,Default
3718,Female,Graduate school,Single,29,21-30,30000,Q1 (lowest),0.0246833333333333,Yes,1,1,-890,Medium risk (one factor),No default
3719,Female,University,Married,47,41-50,20000,Q1 (lowest),0.3491166666666666,No,0,0,547,Medium risk (one factor),No default
3720,Male,University,Single,30,21-30,50000,Q1 (lowest),0.0135,Yes,2,2,780,Medium risk (one factor),No default
3721,Female,University,Married,46,41-50,80000,Q2,0.0013541666666666,Yes,1,1,0,Medium risk (one factor),Default
3722,Male,Graduate school,Single,29,21-30,90000,Q2,0.1945962962962963,Yes,2,1,3200,Medium risk (one factor),No default
3723,Male,Graduate school,Single,31,31-40,80000,Q2,0.1740833333333333,No,0,0,1051,Low risk (neither),No default
3724,Female,High school,Single,23,21-30,50000,Q1 (lowest),0.82259,Yes,2,1,1000,High risk (delayed + high util),Default
3725,Female,University,Single,29,21-30,50000,Q1 (lowest),0.0184,No,0,0,0,Low risk (neither),No default
3726,Male,High school,Single,53,51-60,20000,Q1 (lowest),0.3822416666666666,Yes,2,2,-480,High risk (delayed + high util),No default
3727,Female,Graduate school,Married,38,31-40,250000,Q4,0.0029726666666666,No,0,0,780,Low risk (neither),No default
3728,Female,University,Single,24,21-30,120000,Q3,0.0096638888888888,No,0,0,147,Low risk (neither),No default
3729,Female,University,Single,28,21-30,110000,Q3,1.0081772727272726,Yes,2,3,-4000,High risk (delayed + high util),Default
3730,Male,Graduate school,Single,33,31-40,160000,Q3,0.0001041666666666,No,0,0,0,Low risk (neither),No default
3731,Female,High school,Married,52,51-60,80000,Q2,0.6737020833333333,Yes,2,1,3519,High risk (delayed + high util),No default
3732,Male,University,Married,36,31-40,410000,Q5 (highest),0.0650069105691057,No,0,0,5068,Low risk (neither),No default
3733,Female,University,Married,43,41-50,100000,Q2,0.30806,No,0,0,69599,Medium risk (one factor),No default
3734,Female,University,Married,43,41-50,750000,Q5 (highest),0.106396,No,0,0,-24399,Low risk (neither),No default
3735,Male,University,Single,47,41-50,30000,Q1 (lowest),0.8375,No,0,0,-3105,Medium risk (one factor),No default
3736,Male,University,Single,33,31-40,80000,Q2,0.5296770833333333,Yes,2,2,2660,High risk (delayed + high util),No default
3737,Female,Graduate school,Single,31,31-40,430000,Q5 (highest),0.0962364341085271,No,0,0,-4127,Low risk (neither),No default
3738,Male,Graduate school,Married,44,41-50,480000,Q5 (highest),0.663192361111111,No,0,0,-6082,Medium risk (one factor),No default
3739,Female,High school,Married,29,21-30,360000,Q5 (highest),0.0,Yes,1,1,0,Medium risk (one factor),Default
3740,Female,Graduate school,Married,37,31-40,150000,Q3,0.08779,No,0,0,2497,Low risk (neither),No default
3741,Male,Graduate school,Single,28,21-30,130000,Q3,0.5453153846153846,No,0,0,2300,Medium risk (one factor),No default
3742,Male,University,Married,47,41-50,40000,Q1 (lowest),0.9795125,Yes,3,5,-3000,High risk (delayed + high util),No default
3743,Female,Graduate school,Married,34,31-40,280000,Q5 (highest),0.0366839285714285,No,0,0,7011,Low risk (neither),Default
3744,Male,University,Married,45,41-50,40000,Q1 (lowest),0.83825,Yes,2,5,4000,High risk (delayed + high util),No default
3745,Female,Graduate school,Single,26,21-30,120000,Q3,0.5643916666666666,No,0,0,2755,Medium risk (one factor),No default
3746,Male,Graduate school,Married,39,31-40,290000,Q5 (highest),0.0076522988505747,No,0,0,2299,Low risk (neither),No default
3747,Male,High school,Married,39,31-40,250000,Q4,0.006444,No,0,0,3318,Low risk (neither),No default
3748,Male,Graduate school,Married,43,41-50,200000,Q4,0.0142133333333333,No,0,0,-27202,Low risk (neither),No default
3749,Male,University,Single,32,31-40,80000,Q2,0.5466895833333333,No,0,0,2000,Medium risk (one factor),No default
3750,Female,University,Single,27,21-30,130000,Q3,0.1690589743589743,No,0,0,135,Low risk (neither),No default
3751,Female,University,Married,37,31-40,290000,Q5 (highest),0.0156620689655172,No,0,0,500,Low risk (neither),Default
3752,Female,Graduate school,Single,29,21-30,180000,Q3,0.004062037037037,No,0,0,3394,Low risk (neither),No default
3753,Female,Graduate school,Married,31,31-40,360000,Q5 (highest),0.0069060185185185,No,0,0,-4105,Low risk (neither),No default
3754,Female,University,Married,37,31-40,140000,Q3,0.0302833333333333,Yes,2,1,270,Medium risk (one factor),No default
3755,Female,Graduate school,Married,41,41-50,350000,Q5 (highest),0.0892857142857142,No,0,0,9285,Low risk (neither),No default
3756,Male,Graduate school,Single,36,31-40,260000,Q4,0.0061730769230769,No,0,0,-748,Low risk (neither),No default
3757,Male,Graduate school,Single,26,21-30,40000,Q1 (lowest),0.5359875,No,0,0,500,Medium risk (one factor),No default
3758,Female,Graduate school,Single,27,21-30,180000,Q3,-0.0011111111111111,Yes,1,1,0,Medium risk (one factor),Default
3759,Male,High school,Married,27,21-30,80000,Q2,0.12086875,No,0,0,1441,Low risk (neither),Default
3760,Female,Graduate school,Married,45,41-50,500000,Q5 (highest),0.008044,No,0,0,683,Low risk (neither),No default
3761,Male,Others,Single,27,21-30,80000,Q2,0.1061020833333333,No,0,0,4840,Low risk (neither),No default
3762,Male,High school,Married,57,51-60,30000,Q1 (lowest),0.8225722222222223,No,0,0,2000,Medium risk (one factor),No default
3763,Female,University,Married,37,31-40,220000,Q4,0.0,Yes,1,1,-3422,Medium risk (one factor),No default
3764,Female,University,Single,22,21-30,70000,Q2,0.4482119047619047,No,0,0,120,Medium risk (one factor),No default
3765,Male,Graduate school,Married,41,41-50,510000,Q5 (highest),0.0135738562091503,No,0,0,16351,Low risk (neither),No default
3766,Female,University,Single,22,21-30,20000,Q1 (lowest),0.9116083333333334,No,0,0,906,Medium risk (one factor),No default
3767,Female,University,Married,40,31-40,100000,Q2,0.4978733333333333,Yes,2,6,2000,High risk (delayed + high util),Default
3768,Female,University,Married,30,21-30,340000,Q5 (highest),0.9107539215686274,No,0,0,4000,Medium risk (one factor),No default
3769,Female,Graduate school,Single,29,21-30,180000,Q3,0.0,No,0,0,0,Low risk (neither),No default
3770,Female,Others,Single,38,31-40,290000,Q5 (highest),0.0055114942528735,Yes,1,1,1437,Medium risk (one factor),No default
3771,Male,University,Single,53,51-60,80000,Q2,0.6977083333333333,No,0,0,-48824,Medium risk (one factor),No default
3772,Male,Graduate school,Married,42,41-50,280000,Q5 (highest),0.1208970238095238,No,0,0,21141,Low risk (neither),No default
3773,Female,Graduate school,Single,40,31-40,180000,Q3,0.0133101851851851,No,0,0,-18066,Low risk (neither),No default
3774,Female,Graduate school,Married,66,61+,140000,Q3,0.0017857142857142,Yes,2,2,-23715,Medium risk (one factor),No default
3775,Female,Graduate school,Single,32,31-40,500000,Q5 (highest),0.207449,No,0,0,-137698,Low risk (neither),No default
3776,Male,University,Single,34,31-40,230000,Q4,0.685909420289855,No,0,0,456,Medium risk (one factor),No default
3777,Female,University,Married,26,21-30,250000,Q4,0.0073386666666666,Yes,3,5,-5000,Medium risk (one factor),Default
3778,Male,University,Single,24,21-30,10000,Q1 (lowest),0.7691166666666667,Yes,2,1,1300,High risk (delayed + high util),No default
3779,Male,Graduate school,Married,39,31-40,230000,Q4,0.8266260869565217,No,0,0,5100,Medium risk (one factor),No default
3780,Male,Graduate school,Single,29,21-30,70000,Q2,0.8566833333333334,No,0,0,4666,Medium risk (one factor),No default
3781,Female,Graduate school,Married,39,31-40,140000,Q3,0.0313511904761904,No,0,0,-17041,Low risk (neither),No default
3782,Female,Graduate school,Married,48,41-50,430000,Q5 (highest),0.0047282945736434,No,0,0,-37980,Low risk (neither),No default
3783,Female,Graduate school,Single,28,21-30,120000,Q3,0.0068222222222222,Yes,2,1,1986,Medium risk (one factor),Default
3784,Female,University,Single,25,21-30,20000,Q1 (lowest),0.6963333333333332,No,0,0,2000,Medium risk (one factor),No default
3785,Male,Graduate school,Single,32,31-40,30000,Q1 (lowest),1.0021722222222222,Yes,2,1,3600,High risk (delayed + high util),No default
3786,Male,High school,Single,43,41-50,80000,Q2,0.8551083333333334,Yes,7,6,-2000,High risk (delayed + high util),Default
3787,Female,Graduate school,Single,39,31-40,400000,Q5 (highest),0.8786429166666667,No,0,0,-1479,Medium risk (one factor),No default
3788,Female,Graduate school,Married,37,31-40,200000,Q4,0.0,Yes,1,1,0,Medium risk (one factor),No default
3789,Male,Others,Single,23,21-30,30000,Q1 (lowest),0.5020055555555555,No,0,0,899,Medium risk (one factor),No default
3790,Female,University,Single,46,41-50,50000,Q1 (lowest),0.8033533333333333,Yes,2,2,-1143,High risk (delayed + high util),No default
3791,Male,Graduate school,Married,46,41-50,250000,Q4,0.0061013333333333,No,0,0,-19150,Low risk (neither),Default
3792,Male,Graduate school,Single,28,21-30,120000,Q3,0.3771,No,0,0,31000,Medium risk (one factor),Default
3793,Male,High school,Married,45,41-50,80000,Q2,0.1510354166666666,Yes,1,1,37507,Medium risk (one factor),No default
3794,Female,Graduate school,Married,33,31-40,430000,Q5 (highest),0.0315848837209302,No,0,0,-211,Low risk (neither),No default
3795,Female,Graduate school,Single,24,21-30,120000,Q3,0.4471180555555555,No,0,0,2700,Medium risk (one factor),No default
3796,Female,University,Single,22,21-30,20000,Q1 (lowest),1.02025,No,0,0,937,Medium risk (one factor),No default
3797,Female,University,Single,32,31-40,20000,Q1 (lowest),5.364308333333334,No,0,0,2420,Medium risk (one factor),No default
3798,Male,Graduate school,Single,25,21-30,80000,Q2,0.0003125,No,0,0,-657,Low risk (neither),No default
3799,Female,University,Single,44,41-50,20000,Q1 (lowest),0.2074583333333333,No,0,0,-11653,Low risk (neither),No default
3800,Female,University,Single,27,21-30,140000,Q3,0.0,Yes,1,1,0,Medium risk (one factor),No default
3801,Female,University,Single,22,21-30,10000,Q1 (lowest),0.8808833333333334,No,0,0,7000,Medium risk (one factor),No default
3802,Female,High school,Single,34,31-40,220000,Q4,0.0779727272727272,No,0,0,-2063,Low risk (neither),No default
3803,Male,Graduate school,Married,48,41-50,60000,Q2,0.3605111111111111,Yes,2,1,4186,High risk (delayed + high util),No default
3804,Male,High school,Married,59,51-60,80000,Q2,0.1809354166666666,Yes,2,2,0,Medium risk (one factor),No default
3805,Male,University,Single,25,21-30,30000,Q1 (lowest),0.3765055555555555,No,0,0,-4199,Medium risk (one factor),Default
3806,Female,University,Married,27,21-30,140000,Q3,0.969747619047619,Yes,2,3,100,High risk (delayed + high util),No default
3807,Male,University,Single,26,21-30,20000,Q1 (lowest),0.3939583333333333,No,0,0,0,Medium risk (one factor),No default
3808,Female,High school,Single,46,41-50,100000,Q2,0.6252283333333334,No,0,0,1299,Medium risk (one factor),No default
3809,Male,Graduate school,Single,35,31-40,220000,Q4,0.6486719696969697,No,0,0,6000,Medium risk (one factor),No default
3810,Female,Graduate school,Single,40,31-40,80000,Q2,0.24643125,No,0,0,1777,Low risk (neither),No default
3811,Female,High school,Single,46,41-50,80000,Q2,0.7469125,No,0,0,1836,Medium risk (one factor),No default
3812,Male,University,Single,28,21-30,130000,Q3,0.3034974358974359,Yes,2,2,0,High risk (delayed + high util),Default
3813,Female,Graduate school,Married,33,31-40,300000,Q5 (highest),0.0,Yes,1,1,0,Medium risk (one factor),No default
3814,Female,University,Married,42,41-50,60000,Q2,0.6326638888888889,No,0,0,2200,Medium risk (one factor),No default
3815,Female,Graduate school,Married,32,31-40,360000,Q5 (highest),0.0014578703703703,No,0,0,-53,Low risk (neither),No default
3816,Male,University,Single,24,21-30,10000,Q1 (lowest),0.0012,No,0,0,-1393,Low risk (neither),Default
3817,Male,University,Single,32,31-40,50000,Q1 (lowest),0.6507266666666667,Yes,2,1,-3000,High risk (delayed + high util),Default
3818,Male,University,Married,48,41-50,50000,Q1 (lowest),0.56605,No,0,0,3022,Medium risk (one factor),No default
3819,Male,University,Married,35,31-40,200000,Q4,0.0,Yes,1,1,-28027,Medium risk (one factor),No default
3820,Female,University,Single,24,21-30,30000,Q1 (lowest),0.5766888888888889,Yes,2,3,1000,High risk (delayed + high util),Default
3821,Male,Graduate school,Married,42,41-50,220000,Q4,0.023435606060606,Yes,2,2,1993,Medium risk (one factor),No default
3822,Female,Graduate school,Single,41,41-50,200000,Q4,0.03526,No,0,0,8861,Low risk (neither),No default
3823,Female,High school,Single,27,21-30,80000,Q2,0.8332166666666666,Yes,4,4,-1740,High risk (delayed + high util),Default
3824,Male,University,Married,39,31-40,200000,Q4,0.0374725,No,0,0,360,Low risk (neither),No default
3825,Female,Graduate school,Married,34,31-40,240000,Q4,0.0015847222222222,Yes,2,1,-711,Medium risk (one factor),Default
3826,Female,University,Single,28,21-30,500000,Q5 (highest),0.0322446666666666,No,0,0,-26141,Low risk (neither),No default
3827,Male,High school,Married,38,31-40,230000,Q4,0.083,No,0,0,-2500,Low risk (neither),No default
3828,Male,High school,Single,22,21-30,20000,Q1 (lowest),0.4408166666666667,No,0,0,1282,Medium risk (one factor),No default
3829,Male,Graduate school,Married,35,31-40,50000,Q1 (lowest),0.5230766666666666,No,0,0,4069,Medium risk (one factor),No default
3830,Female,University,Married,35,31-40,100000,Q2,0.076835,No,0,0,-573,Low risk (neither),No default
3831,Female,University,Single,37,31-40,230000,Q4,0.0,No,0,0,0,Low risk (neither),No default
3832,Male,University,Single,28,21-30,60000,Q2,0.6615361111111111,Yes,2,1,5773,High risk (delayed + high util),No default
3833,Female,High school,Married,48,41-50,120000,Q3,0.0182763888888888,Yes,2,1,-1823,Medium risk (one factor),Default
3834,Female,High school,Single,23,21-30,130000,Q3,0.0937423076923077,No,0,0,9000,Low risk (neither),No default
3835,Female,High school,Married,25,21-30,50000,Q1 (lowest),0.6003066666666667,Yes,2,2,-10000,High risk (delayed + high util),Default
3836,Female,Graduate school,Single,30,21-30,400000,Q5 (highest),0.0258479166666666,No,0,0,-722,Low risk (neither),No default
3837,Female,University,Single,27,21-30,240000,Q4,0.0074222222222222,Yes,2,1,-1000,Medium risk (one factor),Default
3838,Male,High school,Single,53,51-60,70000,Q2,0.2057952380952381,No,0,0,497,Low risk (neither),No default
3839,Female,Graduate school,Single,22,21-30,20000,Q1 (lowest),0.6980666666666667,No,0,0,1423,Medium risk (one factor),No default
3840,Male,High school,Single,28,21-30,50000,Q1 (lowest),0.5840333333333334,Yes,2,4,300,High risk (delayed + high util),Default
3841,Female,Graduate school,Married,54,51-60,240000,Q4,0.2789645833333333,Yes,2,1,-400,Medium risk (one factor),No default
3842,Male,Graduate school,Single,31,31-40,380000,Q5 (highest),0.4606684210526315,No,0,0,2000,Medium risk (one factor),No default
3843,Male,University,Single,24,21-30,50000,Q1 (lowest),0.14354,No,0,0,1050,Low risk (neither),No default
3844,Female,University,Single,33,31-40,50000,Q1 (lowest),0.3294033333333334,No,0,0,3000,Medium risk (one factor),No default
3845,Female,Graduate school,Single,33,31-40,430000,Q5 (highest),0.0692841085271317,Yes,2,2,0,Medium risk (one factor),No default
3846,Female,Graduate school,Single,26,21-30,60000,Q2,0.2872972222222222,Yes,2,1,5000,High risk (delayed + high util),No default
3847,Female,University,Single,25,21-30,30000,Q1 (lowest),0.1435222222222222,No,0,0,1116,Low risk (neither),No default
3848,Male,High school,Married,48,41-50,170000,Q3,0.8752941176470588,No,0,0,2303,Medium risk (one factor),No default
3849,Female,Graduate school,Single,29,21-30,70000,Q2,0.6378690476190476,Yes,2,4,2200,High risk (delayed + high util),No default
3850,Female,University,Single,28,21-30,130000,Q3,0.0169948717948717,No,0,0,4816,Low risk (neither),No default
3851,Male,Graduate school,Married,50,41-50,50000,Q1 (lowest),0.58515,Yes,2,2,1521,High risk (delayed + high util),Default
3852,Female,High school,Single,38,31-40,20000,Q1 (lowest),0.081375,Yes,1,1,3796,Medium risk (one factor),Default
3853,Male,High school,Married,48,41-50,50000,Q1 (lowest),0.01448,No,0,0,1336,Low risk (neither),Default
3854,Male,High school,Single,28,21-30,20000,Q1 (lowest),0.728175,Yes,2,2,1100,High risk (delayed + high util),No default
3855,Female,University,Single,32,31-40,110000,Q3,0.0138484848484848,No,0,0,-2402,Low risk (neither),No default
3856,Female,University,Single,24,21-30,90000,Q2,0.5482203703703704,No,0,0,1500,Medium risk (one factor),No default
3857,Female,Graduate school,Single,24,21-30,180000,Q3,0.3786935185185185,No,0,0,-791,Medium risk (one factor),No default
3858,Female,University,Single,28,21-30,50000,Q1 (lowest),0.9118133333333333,Yes,2,1,195,High risk (delayed + high util),No default
3859,Male,University,Married,36,31-40,200000,Q4,0.0045383333333333,Yes,1,1,0,Medium risk (one factor),No default
3860,Female,Graduate school,Married,32,31-40,20000,Q1 (lowest),0.537925,Yes,2,6,6000,High risk (delayed + high util),Default
3861,Male,Graduate school,Single,44,41-50,50000,Q1 (lowest),0.9963366666666668,No,0,0,-686,Medium risk (one factor),No default
